u[V],p[V],s[mm] 
6.220,4.941,28.174
6.210,4.932,28.174
6.200,4.932,28.125
6.190,4.917,28.027
6.180,4.922,27.979
6.170,4.912,27.930
6.160,4.907,27.930
6.150,4.888,27.832
6.140,4.888,27.783
6.130,4.883,27.734
6.120,4.883,27.686
6.110,4.863,27.637
6.100,4.863,27.588
6.090,4.854,27.539
6.080,4.844,27.441
6.070,4.839,27.441
6.060,4.839,27.393
6.050,4.829,27.344
6.040,4.824,27.295
6.030,4.814,27.246
6.020,4.810,27.197
6.010,4.800,27.148
6.000,4.785,27.100
5.990,4.785,27.051
5.980,4.780,26.953
5.970,4.771,26.953
5.960,4.771,26.904
5.950,4.761,26.807
5.940,4.756,26.758
5.930,4.741,26.709
5.920,4.741,26.660
5.910,4.731,26.611
5.900,4.727,26.563
5.890,4.712,26.465
5.880,4.717,26.416
5.870,4.702,26.416
5.860,4.707,26.367
5.850,4.697,26.318
5.840,4.688,26.221
5.830,4.678,26.221
5.820,4.668,26.123
5.810,4.668,26.123
5.800,4.658,26.025
5.790,4.653,25.977
5.780,4.644,25.879
5.770,4.639,25.830
5.760,4.634,25.781
5.750,4.624,25.732
5.740,4.619,25.684
5.730,4.604,25.635
5.720,4.604,25.537
5.710,4.600,25.488
5.700,4.595,25.488
5.690,4.580,25.391
5.680,4.580,25.342
5.670,4.570,25.244
5.660,4.561,25.244
5.650,4.561,25.146
5.640,4.551,25.146
5.630,4.541,25.000
5.620,4.536,25.000
5.610,4.531,24.902
5.600,4.521,24.902
5.590,4.517,24.805
5.580,4.512,24.756
5.570,4.512,24.658
5.560,4.497,24.609
5.550,4.497,24.609
5.540,4.482,24.512
5.530,4.478,24.414
5.520,4.468,24.414
5.510,4.463,24.365
5.500,4.453,24.268
5.490,4.448,24.170
5.480,4.438,24.121
5.470,4.438,24.121
5.460,4.424,24.023
5.450,4.424,23.975
5.440,4.414,23.926
5.430,4.409,23.877
5.420,4.399,23.828
5.410,4.399,23.779
5.400,4.385,23.682
5.390,4.385,23.633
5.380,4.370,23.535
5.370,4.375,23.535
5.360,4.360,23.486
5.350,4.355,23.389
5.340,4.351,23.291
5.330,4.336,23.291
5.320,4.336,23.193
5.310,4.326,23.145
5.300,4.321,23.096
5.290,4.316,22.998
5.280,4.312,22.998
5.270,4.297,22.852
5.260,4.297,22.852
5.250,4.287,22.803
5.240,4.282,22.754
5.230,4.272,22.656
5.220,4.263,22.559
5.210,4.258,22.510
5.200,4.253,22.510
5.190,4.248,22.461
5.180,4.243,22.363
5.170,4.233,22.314
5.160,4.229,22.266
5.150,4.219,22.168
5.140,4.219,22.119
5.130,4.209,22.070
5.120,4.199,22.021
5.110,4.194,21.924
5.100,4.189,21.875
5.090,4.180,21.826
5.080,4.175,21.777
5.070,4.165,21.729
5.060,4.160,21.631
5.050,4.155,21.582
5.040,4.146,21.533
5.030,4.141,21.484
5.020,4.141,21.387
5.010,4.126,21.338
5.000,4.121,21.240
4.990,4.111,21.240
4.980,4.111,21.094
4.970,4.097,21.045
4.960,4.097,21.045
4.950,4.087,20.947
4.940,4.077,20.801
4.930,4.072,20.850
4.920,4.058,20.752
4.910,4.058,20.703
4.900,4.058,20.654
4.890,4.043,20.605
4.880,4.038,20.459
4.870,4.033,20.410
4.860,4.033,20.313
4.850,4.019,20.313
4.840,4.014,20.215
4.830,4.004,20.117
4.820,3.999,20.068
4.810,3.999,20.020
4.800,3.989,19.971
4.790,3.979,19.873
4.780,3.970,19.775
4.770,3.970,19.775
4.760,3.955,19.678
4.750,3.955,19.629
4.740,3.950,19.580
4.730,3.940,19.482
4.720,3.940,19.434
4.710,3.926,19.336
4.700,3.926,19.287
4.690,3.911,19.238
4.680,3.901,19.092
4.670,3.896,19.043
4.660,3.892,19.043
4.650,3.887,18.994
4.640,3.882,18.896
4.630,3.877,18.848
4.620,3.872,18.701
4.610,3.862,18.701
4.600,3.857,18.652
4.590,3.848,18.555
4.580,3.838,18.506
4.570,3.833,18.408
4.560,3.828,18.359
4.550,3.823,18.311
4.540,3.818,18.311
4.530,3.809,18.213
4.520,3.809,18.164
4.510,3.794,18.066
4.500,3.789,18.018
4.490,3.789,17.920
4.480,3.779,17.871
4.470,3.770,17.822
4.460,3.765,17.725
4.450,3.750,17.676
4.440,3.740,17.578
4.430,3.740,17.529
4.420,3.735,17.480
4.410,3.726,17.432
4.400,3.721,17.383
4.390,3.711,17.285
4.380,3.711,17.188
4.370,3.706,17.139
4.360,3.701,17.090
4.350,3.687,17.041
4.340,3.682,16.992
4.330,3.672,16.943
4.320,3.672,16.846
4.310,3.667,16.797
4.300,3.652,16.748
4.290,3.652,16.699
4.280,3.647,16.602
4.270,3.643,16.602
4.260,3.628,16.504
4.250,3.623,16.406
4.240,3.613,16.357
4.230,3.608,16.309
4.220,3.599,16.260
4.210,3.599,16.162
4.200,3.589,16.162
4.190,3.584,16.064
4.180,3.574,15.967
4.170,3.569,15.918
4.160,3.555,15.820
4.150,3.560,15.723
4.140,3.555,15.723
4.130,3.545,15.625
4.120,3.535,15.576
4.110,3.530,15.479
4.100,3.530,15.479
4.090,3.521,15.381
4.080,3.511,15.283
4.070,3.506,15.283
4.060,3.491,15.186
4.050,3.491,15.137
4.040,3.481,15.039
4.030,3.481,14.990
4.020,3.477,14.941
4.010,3.462,14.893
4.000,3.457,14.795
3.990,3.457,14.697
3.980,3.452,14.600
3.970,3.442,14.600
3.960,3.438,14.600
3.950,3.428,14.453
3.940,3.423,14.404
3.930,3.408,14.355
3.920,3.403,14.307
3.910,3.394,14.209
3.900,3.389,14.209
3.890,3.384,14.111
3.880,3.379,14.063
3.870,3.374,13.965
3.860,3.364,13.916
3.850,3.354,13.770
3.840,3.350,13.770
3.830,3.345,13.672
3.820,3.335,13.672
3.810,3.325,13.623
3.800,3.320,13.525
3.790,3.320,13.477
3.780,3.311,13.379
3.770,3.306,13.379
3.760,3.301,13.281
3.750,3.291,13.281
3.740,3.286,13.232
3.730,3.276,13.135
3.720,3.271,13.086
3.710,3.262,13.037
3.700,3.262,12.988
3.690,3.252,12.939
3.680,3.247,12.891
3.670,3.247,12.842
3.660,3.228,12.793
3.650,3.223,12.646
3.640,3.218,12.598
3.630,3.208,12.549
3.620,3.198,12.451
3.610,3.188,12.402
3.600,3.198,12.402
3.590,3.179,12.305
3.580,3.184,12.305
3.570,3.169,12.207
3.560,3.164,12.158
3.550,3.154,12.109
3.540,3.149,12.012
3.530,3.145,12.012
3.520,3.145,11.963
3.510,3.130,11.865
3.500,3.125,11.914
3.490,3.115,11.816
3.480,3.115,11.719
3.470,3.105,11.670
3.460,3.101,11.670
3.450,3.096,11.523
3.440,3.086,11.523
3.430,3.081,11.475
3.420,3.066,11.426
3.410,3.062,11.377
3.400,3.052,11.279
3.390,3.052,11.230
3.380,3.042,11.182
3.370,3.032,11.133
3.360,3.027,11.084
3.350,3.018,11.035
3.340,3.013,10.986
3.330,3.013,10.938
3.320,3.003,10.938
3.310,2.998,10.840
3.300,2.988,10.791
3.290,2.979,10.742
3.280,2.974,10.693
3.270,2.969,10.645
3.260,2.959,10.596
3.250,2.959,10.596
3.240,2.954,10.547
3.230,2.944,10.498
3.220,2.935,10.400
3.210,2.930,10.352
3.200,2.920,10.352
3.190,2.915,10.254
3.180,2.900,10.156
3.170,2.900,10.156
3.160,2.905,10.107
3.150,2.881,10.010
3.140,2.881,9.961
3.130,2.871,9.912
3.120,2.866,9.912
3.110,2.861,9.863
3.100,2.852,9.814
3.090,2.852,9.766
3.080,2.837,9.668
3.070,2.832,9.717
3.060,2.832,9.619
3.050,2.827,9.619
3.040,2.817,9.521
3.030,2.817,9.473
3.020,2.803,9.424
3.010,2.798,9.375
3.000,2.793,9.326
2.990,2.783,9.326
2.980,2.778,9.229
2.970,2.773,9.180
2.960,2.769,9.131
2.950,2.759,9.082
2.940,2.749,9.033
2.930,2.739,8.984
2.920,2.729,8.984
2.910,2.734,8.984
2.900,2.725,8.838
2.890,2.715,8.838
2.880,2.705,8.789
2.870,2.700,8.643
2.860,2.695,8.691
2.850,2.690,8.594
2.840,2.686,8.594
2.830,2.666,8.594
2.820,2.666,8.545
2.810,2.656,8.398
2.800,2.651,8.398
2.790,2.646,8.398
2.780,2.642,8.350
2.770,2.637,8.301
2.760,2.627,8.252
2.750,2.622,8.252
2.740,2.612,8.105
2.730,2.612,8.154
2.720,2.603,8.105
2.710,2.593,8.057
2.700,2.588,8.008
2.690,2.583,7.959
2.680,2.573,7.910
2.670,2.568,7.910
2.660,2.563,7.813
2.650,2.554,7.764
2.640,2.549,7.764
2.630,2.544,7.715
2.620,2.539,7.666
2.610,2.534,7.666
2.600,2.520,7.520
2.590,2.510,7.520
2.580,2.505,7.520
2.570,2.505,7.422
2.560,2.490,7.373
2.550,2.490,7.373
2.540,2.476,7.324
2.530,2.476,7.275
2.520,2.471,7.275
2.510,2.456,7.275
2.500,2.456,7.178
2.490,2.446,7.129
2.480,2.446,7.080
2.470,2.437,7.031
2.460,2.427,7.031
2.450,2.417,7.031
2.440,2.422,6.934
2.430,2.412,6.934
2.420,2.407,6.836
2.410,2.397,6.836
2.400,2.397,6.836
2.390,2.388,6.738
2.380,2.363,6.738
2.370,2.363,6.641
2.360,2.358,6.641
2.350,2.349,6.592
2.340,2.349,6.543
2.330,2.344,6.494
2.320,2.329,6.543
2.310,2.324,6.445
2.300,2.319,6.396
2.290,2.310,6.348
2.280,2.305,6.299
2.270,2.305,6.250
2.260,2.295,6.299
2.250,2.290,6.250
2.240,2.285,6.201
2.230,2.280,6.152
2.220,2.271,6.152
2.210,2.261,6.104
2.200,2.251,6.055
2.190,2.251,6.055
2.180,2.236,6.006
2.170,2.231,5.908
2.160,2.222,5.859
2.150,2.222,5.859
2.140,2.212,5.859
2.130,2.212,5.859
2.120,2.207,5.762
2.110,2.192,5.762
2.100,2.188,5.713
2.090,2.183,5.664
2.080,2.173,5.615
2.070,2.168,5.615
2.060,2.158,5.566
2.050,2.153,5.566
2.040,2.144,5.518
2.030,2.139,5.469
2.020,2.134,5.469
2.010,2.129,5.420
2.000,2.124,5.420
1.990,2.119,5.322
1.980,2.109,5.322
1.970,2.104,5.322
1.960,2.100,5.225
1.950,2.090,5.273
1.940,2.085,5.225
1.930,2.070,5.225
1.920,2.070,5.127
1.910,2.061,5.127
1.900,2.051,5.078
1.890,2.051,5.029
1.880,2.031,4.980
1.870,2.036,5.029
1.860,2.031,4.932
1.850,2.021,4.883
1.840,2.012,4.834
1.830,2.007,4.834
1.820,2.002,4.834
1.810,1.997,4.834
1.800,1.987,4.785
1.790,1.978,4.736
1.780,1.978,4.688
1.770,1.968,4.688
1.760,1.953,4.639
1.750,1.948,4.590
1.740,1.943,4.541
1.730,1.929,4.541
1.720,1.929,4.541
1.710,1.924,4.443
1.700,1.919,4.443
1.690,1.909,4.395
1.680,1.904,4.395
1.670,1.899,4.395
1.660,1.895,4.346
1.650,1.895,4.346
1.640,1.885,4.297
1.630,1.875,4.297
1.620,1.865,4.199
1.610,1.865,4.248
1.600,1.855,4.199
1.590,1.841,4.102
1.580,1.841,4.150
1.570,1.836,4.102
1.560,1.826,4.053
1.550,1.821,4.004
1.540,1.807,4.004
1.530,1.812,3.955
1.520,1.797,3.955
1.510,1.792,3.906
1.500,1.787,3.857
1.490,1.787,3.809
1.480,1.772,3.857
1.470,1.763,3.857
1.460,1.758,3.760
1.450,1.758,3.809
1.440,1.748,3.711
1.430,1.743,3.711
1.420,1.733,3.711
1.410,1.724,3.613
1.400,1.724,3.613
1.390,1.714,3.613
1.380,1.704,3.564
1.370,1.704,3.516
1.360,1.694,3.516
1.350,1.685,3.516
1.340,1.675,3.467
1.330,1.670,3.418
1.320,1.665,3.418
1.310,1.655,3.369
1.300,1.650,3.369
1.290,1.641,3.320
1.280,1.641,3.320
1.270,1.626,3.271
1.260,1.616,3.223
1.250,1.611,3.271
1.240,1.611,3.223
1.230,1.602,3.174
1.220,1.602,3.174
1.210,1.587,3.125
1.200,1.582,3.076
1.190,1.577,3.125
1.180,1.577,3.076
1.170,1.563,3.027
1.160,1.563,3.027
1.150,1.553,2.979
1.140,1.548,2.930
1.130,1.538,2.930
1.120,1.528,2.881
1.110,1.523,2.881
1.100,1.519,2.881
1.090,1.514,2.832
1.080,1.504,2.832
1.070,1.499,2.783
1.060,1.489,2.734
1.050,1.479,2.783
1.040,1.475,2.734
1.030,1.475,2.686
1.020,1.470,2.734
1.010,1.460,2.637
1.000,1.455,2.637
0.990,1.440,2.588
0.980,1.436,2.539
0.970,1.431,2.588
0.960,1.421,2.539
0.950,1.416,2.490
0.940,1.411,2.490
0.930,1.396,2.490
0.920,1.392,2.393
0.910,1.382,2.393
0.900,1.387,2.344
0.890,1.382,2.393
0.880,1.367,2.295
0.870,1.367,2.295
0.860,1.357,2.295
0.850,1.353,2.295
0.840,1.343,2.246
0.830,1.338,2.246
0.820,1.328,2.197
0.810,1.323,2.148
0.800,1.309,2.148
0.790,1.309,2.100
0.780,1.304,2.148
0.770,1.294,2.051
0.760,1.284,2.051
0.750,1.279,2.051
0.740,1.274,2.002
0.730,1.270,1.953
0.720,1.265,2.002
0.710,1.255,1.904
0.700,1.250,1.904
0.690,1.245,1.904
0.680,1.240,1.855
0.670,1.230,1.855
0.660,1.221,1.855
0.650,1.216,1.807
0.640,1.211,1.807
0.630,1.201,1.758
0.620,1.201,1.758
0.610,1.187,1.758
0.600,1.187,1.709
0.590,1.172,1.709
0.580,1.167,1.660
0.570,1.162,1.660
0.560,1.157,1.611
0.550,1.152,1.660
0.540,1.138,1.611
0.530,1.138,1.563
0.520,1.128,1.563
0.510,1.123,1.563
0.500,1.113,1.514
0.490,1.108,1.465
0.480,1.099,1.514
0.470,1.094,1.465
0.460,1.089,1.465
0.450,1.084,1.416
0.440,1.074,1.416
0.430,1.074,1.367
0.420,1.069,1.367
0.410,1.060,1.318
0.400,1.055,1.318
0.390,1.050,1.318
0.380,1.045,1.318
0.370,1.040,1.270
0.360,1.035,1.270
0.350,1.025,1.221
0.340,1.025,1.221
0.330,1.011,1.221
0.320,1.001,1.172
0.310,0.991,1.123
0.300,0.977,1.172
0.290,0.977,1.074
0.280,0.977,1.074
0.270,0.972,1.074
0.260,0.962,1.074
0.250,0.952,1.025
0.240,0.947,1.025
0.230,0.942,1.025
0.220,0.938,0.977
0.210,0.928,0.977
0.200,0.913,0.928
0.190,0.918,0.928
0.180,0.903,0.879
0.170,0.898,0.879
0.160,0.894,0.879
0.150,0.884,0.879
0.140,0.879,0.830
0.130,0.879,0.781
0.120,0.859,0.781
0.110,0.864,0.781
0.100,0.791,0.635
0.090,0.791,0.586
0.080,0.796,0.586
0.070,0.791,0.586
0.060,0.791,0.586
0.050,0.791,0.586
0.040,0.791,0.586
0.030,0.791,0.586
0.020,0.791,0.586
0.010,0.791,0.537
0.000,0.791,0.537
0.000,0.791,0.000
0.010,0.791,-0.049
0.020,0.796,-0.049
0.030,0.791,-0.049
0.040,0.791,-0.049
0.050,0.791,-0.049
0.060,0.791,-0.049
0.070,0.796,-0.049
0.080,0.786,-0.049
0.090,0.791,-0.049
0.100,0.786,-0.049
0.110,0.791,-0.049
0.120,0.791,-0.049
0.130,0.791,-0.049
0.140,0.791,-0.049
0.150,0.796,0.000
0.160,0.811,-0.049
0.170,0.811,-0.049
0.180,0.825,-0.049
0.190,0.830,-0.049
0.200,0.830,-0.049
0.210,0.859,0.000
0.220,0.869,-0.049
0.230,0.864,0.000
0.240,0.874,-0.049
0.250,0.874,0.000
0.260,0.889,-0.049
0.270,0.894,0.000
0.280,0.894,-0.049
0.290,0.908,0.049
0.300,0.903,0.000
0.310,0.913,-0.049
0.320,0.923,0.049
0.330,0.933,0.049
0.340,0.938,0.049
0.350,0.942,0.000
0.360,0.957,0.049
0.370,0.962,0.098
0.380,0.962,0.098
0.390,0.981,0.098
0.400,0.981,0.098
0.410,0.986,0.098
0.420,0.991,0.098
0.430,1.001,0.098
0.440,1.011,0.146
0.450,1.011,0.146
0.460,1.016,0.146
0.470,1.025,0.146
0.480,1.040,0.146
0.490,1.045,0.195
0.500,1.045,0.195
0.510,1.055,0.195
0.520,1.064,0.195
0.530,1.074,0.195
0.540,1.074,0.244
0.550,1.084,0.244
0.560,1.089,0.244
0.570,1.094,0.244
0.580,1.099,0.293
0.590,1.108,0.293
0.600,1.118,0.244
0.610,1.118,0.342
0.620,1.128,0.293
0.630,1.138,0.293
0.640,1.138,0.293
0.650,1.152,0.342
0.660,1.157,0.342
0.670,1.157,0.391
0.680,1.162,0.391
0.690,1.172,0.391
0.700,1.172,0.391
0.710,1.187,0.391
0.720,1.191,0.439
0.730,1.206,0.439
0.740,1.211,0.488
0.750,1.211,0.439
0.760,1.226,0.488
0.770,1.226,0.488
0.780,1.226,0.488
0.790,1.250,0.537
0.800,1.250,0.537
0.810,1.250,0.537
0.820,1.265,0.537
0.830,1.265,0.586
0.840,1.270,0.537
0.850,1.274,0.586
0.860,1.294,0.586
0.870,1.294,0.586
0.880,1.299,0.635
0.890,1.313,0.635
0.900,1.309,0.635
0.910,1.323,0.684
0.920,1.328,0.732
0.930,1.328,0.684
0.940,1.353,0.684
0.950,1.357,0.684
0.960,1.357,0.684
0.970,1.367,0.732
0.980,1.372,0.781
0.990,1.377,0.781
1.000,1.377,0.781
1.010,1.392,0.781
1.020,1.396,0.781
1.030,1.406,0.830
1.040,1.406,0.879
1.050,1.416,0.830
1.060,1.416,0.879
1.070,1.436,0.928
1.080,1.440,0.928
1.090,1.445,0.928
1.100,1.445,0.928
1.110,1.465,0.928
1.120,1.470,0.977
1.130,1.465,0.977
1.140,1.479,0.977
1.150,1.484,1.025
1.160,1.489,1.025
1.170,1.504,1.025
1.180,1.509,1.074
1.190,1.514,1.074
1.200,1.523,1.025
1.210,1.519,1.123
1.220,1.538,1.123
1.230,1.538,1.172
1.240,1.538,1.172
1.250,1.553,1.172
1.260,1.558,1.172
1.270,1.563,1.221
1.280,1.567,1.172
1.290,1.577,1.270
1.300,1.587,1.221
1.310,1.587,1.221
1.320,1.602,1.318
1.330,1.597,1.270
1.340,1.611,1.270
1.350,1.616,1.318
1.360,1.626,1.318
1.370,1.631,1.318
1.380,1.641,1.367
1.390,1.646,1.367
1.400,1.646,1.416
1.410,1.655,1.416
1.420,1.660,1.416
1.430,1.675,1.465
1.440,1.685,1.465
1.450,1.680,1.465
1.460,1.699,1.514
1.470,1.709,1.514
1.480,1.704,1.514
1.490,1.724,1.563
1.500,1.719,1.611
1.510,1.719,1.611
1.520,1.738,1.660
1.530,1.743,1.660
1.540,1.743,1.660
1.550,1.763,1.660
1.560,1.763,1.660
1.570,1.768,1.709
1.580,1.768,1.709
1.590,1.792,1.709
1.600,1.792,1.758
1.610,1.792,1.758
1.620,1.812,1.758
1.630,1.812,1.807
1.640,1.812,1.807
1.650,1.826,1.855
1.660,1.831,1.807
1.670,1.836,1.855
1.680,1.846,1.855
1.690,1.841,1.904
1.700,1.860,1.904
1.710,1.860,1.953
1.720,1.865,1.953
1.730,1.885,2.002
1.740,1.885,2.002
1.750,1.885,2.002
1.760,1.899,2.051
1.770,1.899,2.002
1.780,1.914,2.051
1.790,1.919,2.100
1.800,1.919,2.100
1.810,1.938,2.100
1.820,1.938,2.197
1.830,1.938,2.197
1.840,1.953,2.148
1.850,1.963,2.197
1.860,1.968,2.246
1.870,1.968,2.246
1.880,1.978,2.295
1.890,1.992,2.246
1.900,1.987,2.295
1.910,1.992,2.295
1.920,2.012,2.393
1.930,2.017,2.393
1.940,2.017,2.344
1.950,2.021,2.393
1.960,2.041,2.441
1.970,2.041,2.490
1.980,2.041,2.490
1.990,2.070,2.539
2.000,2.070,2.539
2.010,2.070,2.539
2.020,2.080,2.539
2.030,2.090,2.588
2.040,2.090,2.637
2.050,2.090,2.637
2.060,2.104,2.637
2.070,2.109,2.734
2.080,2.109,2.637
2.090,2.119,2.734
2.100,2.129,2.686
2.110,2.134,2.734
2.120,2.139,2.783
2.130,2.148,2.783
2.140,2.148,2.783
2.150,2.163,2.832
2.160,2.168,2.832
2.170,2.168,2.881
2.180,2.192,2.930
2.190,2.192,2.930
2.200,2.197,2.979
2.210,2.207,2.979
2.220,2.202,2.979
2.230,2.207,3.027
2.240,2.217,3.076
2.250,2.236,3.076
2.260,2.236,3.076
2.270,2.236,3.076
2.280,2.251,3.076
2.290,2.246,3.125
2.300,2.261,3.174
2.310,2.266,3.174
2.320,2.280,3.223
2.330,2.280,3.223
2.340,2.275,3.223
2.350,2.305,3.320
2.360,2.305,3.320
2.370,2.300,3.320
2.380,2.314,3.369
2.390,2.319,3.369
2.400,2.319,3.418
2.410,2.334,3.418
2.420,2.334,3.418
2.430,2.354,3.516
2.440,2.354,3.516
2.450,2.354,3.516
2.460,2.368,3.564
2.470,2.363,3.564
2.480,2.383,3.564
2.490,2.388,3.662
2.500,2.393,3.711
2.510,2.397,3.662
2.520,2.412,3.711
2.530,2.407,3.760
2.540,2.432,3.760
2.550,2.437,3.857
2.560,2.427,3.809
2.570,2.446,3.857
2.580,2.446,3.857
2.590,2.466,3.906
2.600,2.466,3.906
2.610,2.461,3.955
2.620,2.471,3.955
2.630,2.476,4.004
2.640,2.490,4.004
2.650,2.490,4.053
2.660,2.500,4.053
2.670,2.505,4.102
2.680,2.524,4.150
2.690,2.529,4.199
2.700,2.529,4.199
2.710,2.539,4.199
2.720,2.539,4.199
2.730,2.549,4.297
2.740,2.544,4.297
2.750,2.559,4.297
2.760,2.563,4.297
2.770,2.568,4.346
2.780,2.568,4.395
2.790,2.598,4.443
2.800,2.598,4.492
2.810,2.598,4.443
2.820,2.612,4.541
2.830,2.617,4.541
2.840,2.617,4.590
2.850,2.622,4.590
2.860,2.646,4.639
2.870,2.642,4.688
2.880,2.646,4.688
2.890,2.661,4.736
2.900,2.661,4.736
2.910,2.661,4.736
2.920,2.676,4.785
2.930,2.676,4.834
2.940,2.681,4.834
2.950,2.690,4.834
2.960,2.695,4.883
2.970,2.715,4.932
2.980,2.715,4.980
2.990,2.710,5.029
3.000,2.739,5.078
3.010,2.739,5.078
3.020,2.734,5.078
3.030,2.754,5.127
3.040,2.754,5.127
3.050,2.773,5.225
3.060,2.773,5.273
3.070,2.769,5.225
3.080,2.783,5.322
3.090,2.783,5.322
3.100,2.793,5.322
3.110,2.817,5.420
3.120,2.817,5.420
3.130,2.822,5.469
3.140,2.822,5.469
3.150,2.822,5.469
3.160,2.842,5.566
3.170,2.856,5.566
3.180,2.847,5.566
3.190,2.861,5.615
3.200,2.856,5.664
3.210,2.881,5.713
3.220,2.881,5.713
3.230,2.886,5.762
3.240,2.896,5.811
3.250,2.896,5.811
3.260,2.910,5.859
3.270,2.910,5.908
3.280,2.925,5.908
3.290,2.920,5.957
3.300,2.935,6.006
3.310,2.939,6.055
3.320,2.949,6.104
3.330,2.944,6.104
3.340,2.954,6.104
3.350,2.959,6.152
3.360,2.979,6.250
3.370,2.979,6.250
3.380,2.983,6.250
3.390,2.988,6.299
3.400,2.988,6.348
3.410,3.003,6.299
3.420,3.003,6.396
3.430,3.022,6.445
3.440,3.018,6.494
3.450,3.027,6.494
3.460,3.042,6.543
3.470,3.042,6.592
3.480,3.047,6.592
3.490,3.052,6.641
3.500,3.071,6.738
3.510,3.066,6.738
3.520,3.096,6.787
3.530,3.096,6.885
3.540,3.096,6.885
3.550,3.096,6.885
3.560,3.110,6.885
3.570,3.110,6.934
3.580,3.115,6.982
3.590,3.140,7.031
3.600,3.135,7.080
3.610,3.140,7.080
3.620,3.140,7.129
3.630,3.159,7.178
3.640,3.159,7.227
3.650,3.169,7.275
3.660,3.164,7.324
3.670,3.188,7.373
3.680,3.188,7.422
3.690,3.198,7.422
3.700,3.193,7.422
3.710,3.198,7.471
3.720,3.223,7.568
3.730,3.218,7.617
3.740,3.228,7.617
3.750,3.228,7.568
3.760,3.247,7.715
3.770,3.247,7.715
3.780,3.252,7.764
3.790,3.262,7.813
3.800,3.262,7.813
3.810,3.276,7.910
3.820,3.276,7.910
3.830,3.286,7.910
3.840,3.281,7.959
3.850,3.306,8.057
3.860,3.311,8.057
3.870,3.315,8.105
3.880,3.325,8.154
3.890,3.325,8.203
3.900,3.335,8.203
3.910,3.345,8.252
3.920,3.340,8.301
3.930,3.359,8.350
3.940,3.364,8.398
3.950,3.354,8.447
3.960,3.384,8.496
3.970,3.384,8.594
3.980,3.384,8.594
3.990,3.394,8.594
4.000,3.394,8.643
4.010,3.408,8.691
4.020,3.408,8.691
4.030,3.438,8.789
4.040,3.433,8.789
4.050,3.433,8.838
4.060,3.433,8.838
4.070,3.467,8.984
4.080,3.457,8.984
4.090,3.462,9.033
4.100,3.477,9.082
4.110,3.472,9.082
4.120,3.486,9.131
4.130,3.481,9.180
4.140,3.501,9.229
4.150,3.501,9.277
4.160,3.511,9.375
4.170,3.511,9.375
4.180,3.530,9.424
4.190,3.525,9.424
4.200,3.540,9.521
4.210,3.540,9.521
4.220,3.555,9.619
4.230,3.555,9.668
4.240,3.560,9.717
4.250,3.564,9.717
4.260,3.574,9.766
4.270,3.574,9.814
4.280,3.608,9.912
4.290,3.604,9.961
4.300,3.599,10.059
4.310,3.604,10.059
4.320,3.628,10.107
4.330,3.633,10.107
4.340,3.628,10.107
4.350,3.643,10.205
4.360,3.643,10.254
4.370,3.647,10.303
4.380,3.662,10.400
4.390,3.657,10.449
4.400,3.672,10.449
4.410,3.672,10.498
4.420,3.687,10.596
4.430,3.687,10.645
4.440,3.687,10.596
4.450,3.711,10.693
4.460,3.711,10.742
4.470,3.706,10.791
4.480,3.726,10.840
4.490,3.730,10.889
4.500,3.730,10.938
4.510,3.750,10.986
4.520,3.750,11.035
4.530,3.755,11.084
4.540,3.765,11.133
4.550,3.774,11.133
4.560,3.779,11.182
4.570,3.779,11.230
4.580,3.804,11.328
4.590,3.799,11.377
4.600,3.804,11.426
4.610,3.813,11.475
4.620,3.809,11.475
4.630,3.833,11.572
4.640,3.833,11.621
4.650,3.833,11.670
4.660,3.833,11.670
4.670,3.853,11.719
4.680,3.853,11.768
4.690,3.872,11.865
4.700,3.872,11.963
4.710,3.872,11.963
4.720,3.872,12.012
4.730,3.901,12.158
4.740,3.896,12.109
4.750,3.901,12.207
4.760,3.906,12.207
4.770,3.911,12.305
4.780,3.921,12.305
4.790,3.921,12.354
4.800,3.931,12.402
4.810,3.945,12.500
4.820,3.945,12.500
4.830,3.955,12.549
4.840,3.955,12.598
4.850,3.965,12.695
4.860,3.970,12.695
4.870,3.994,12.793
4.880,3.984,12.891
4.890,3.984,12.891
4.900,4.004,12.939
4.910,4.009,13.037
4.920,4.014,13.086
4.930,4.019,13.135
4.940,4.033,13.184
4.950,4.033,13.232
4.960,4.043,13.281
4.970,4.043,13.330
4.980,4.067,13.428
4.990,4.058,13.477
5.000,4.063,13.477
5.010,4.067,13.525
5.020,4.077,13.574
5.030,4.092,13.672
5.040,4.087,13.721
5.050,4.092,13.770
5.060,4.102,13.770
5.070,4.111,13.867
5.080,4.116,13.965
5.090,4.131,14.014
5.100,4.136,14.063
5.110,4.136,14.111
5.120,4.160,14.209
5.130,4.155,14.258
5.140,4.165,14.355
5.150,4.175,14.404
5.160,4.170,14.453
5.170,4.180,14.551
5.180,4.194,14.502
5.190,4.194,14.600
5.200,4.194,14.648
5.210,4.204,14.648
5.220,4.214,14.746
5.230,4.214,14.795
5.240,4.229,14.893
5.250,4.233,14.941
5.260,4.248,14.990
5.270,4.243,15.039
5.280,4.253,15.088
5.290,4.268,15.137
5.300,4.268,15.283
5.310,4.268,15.283
5.320,4.287,15.332
5.330,4.292,15.430
5.340,4.292,15.479
5.350,4.307,15.527
5.360,4.302,15.527
5.370,4.321,15.674
5.380,4.321,15.723
5.390,4.326,15.771
